IDCentro,Client,Channel 1,Channel 2,CD
AV50,11290115,UC,UC,CD Siberia
AV16,13929052,UC,UC,CD Pereira
AV17,13720795,UC,UC,CD Girardot
AV26,14028045,UC,UC,CD Autosur
AV04,10297003,UC,UC,CD Tibasosa
AV10,11448298,UC,UC,CD Turbaco
AV49,10360919,UC,UC,CD Metroparque
AV04,14123361,UC,UC,CD Tibasosa
AV16,14137121,UC,UC,CD Pereira
AV04,10289186,UC,UC,CD Tibasosa
AV26,12685521,UC,UC,CD Autosur
AV55,10531264,UC,UC,CD Girardota
AV26,12498721,UC,UC,CD Autosur
AV06,10603572,UC,UC,CD Tocancipa
AV49,12647443,UC,UC,CD Metroparque
AV53,13863902,UC,UC,CD Bosa UDC
AV34,13991882,UC,UC,CD Puente Nacional
AV18,14113658,UC,UC,CD Neiva
AV06,12115773,UC,UC,CD Tocancipa
AV16,11144330,UC,UC,CD Pereira
AV17,13236593,UC,UC,CD Girardot
AV40,10941296,UC,UC,CD Caucasia
AV26,12635102,UC,UC,CD Autosur
AV25,12415896,UC,UC,CD Honda
AV23,12500817,UC,UC,CD Bucaramanga
AV46,13835077,UC,UC,CD Cali
AV05,13968560,UD DSD,UD DSD,CD Itagüi
AV04,12436808,UC,UC,CD Tibasosa
AV47,13775218,UC,UC,CD Sibate
AV74,12967783,UC,UC,CD La arenosa
AV66,10489249,UC,UC,CD Chiquinquira
AV71,13047183,UC,UC,CD Chapinero UDC
AV18,13106408,UC,UC,CD Neiva
AV20,14146793,UC,UC,CD Cucuta
AV26,12775105,UC,UC,CD Autosur
AV39,10496813,UC,UC,CD Monteria
AV26,14005405,UC,UC,CD Autosur
AV25,10328733,UC,UC,CD Honda
AV06,14147036,UC,UC,CD Tocancipa
AV50,11779977,UC,UC,CD Siberia
AV50,12748230,UC,UC,CD Siberia
AV39,10502232,UC,UC,CD Monteria
AV06,11217046,KA,KA,CD Tocancipa
AV12,12486042,UC,UC,CD Valledupar
AV17,12523289,UC,UC,CD Girardot
AV47,11580571,UC,UC,CD Sibate
AV12,12215226,UC,UC,CD Valledupar
AV46,10883479,UC,UC,CD Cali
AV68,12518089,UC,UC,CD Bodega MKP Tocancipá
AV24,14096637,UC,UC,CD Yopal
AV55,11756922,UC,UC,CD Girardota
AV50,13936302,UC,UC,CD Siberia
AV49,14190828,UC,UC,CD Metroparque
AV22,13978322,UC,UC,CD Armenia
AV50,11412179,UC,UC,CD Siberia
AV06,12967728,UC,UC,CD Tocancipa
AV36,13586696,UC,UC,CD Fonseca
AV55,12126999,UC,UC,CD Girardota
AV13,13212765,UC,UC,CD Corozal
AV42,10294115,UC,UC,CD Tunja
AV42,13984488,UC,UC,CD Tunja
AV16,10414472,UC,UC,CD Pereira
AV20,12948358,UC,UC,CD Cucuta
AV69,12942091,UC,UC,CD CAR Torices UDC
AV26,11598558,UC,UC,CD Autosur
AV42,10294688,UC,UC,CD Tunja
AV24,14185526,UC,UC,CD Yopal
AV26,13882732,UC,UC,CD Autosur
AV10,12537386,UC,UC,CD Turbaco
AV16,14113034,UC,UC,CD Pereira
AV22,11163329,UC,UC,CD Armenia
AV22,12618651,UC,UC,CD Armenia
AV24,12790162,UC,UC,CD Yopal
AV45,12995041,UC,UC,CD Av Colombia UDC
AV20,13400910,UC,UC,CD Cucuta
AV29,11795119,UC,UC,CD San Andres
AV53,13673727,UC,UC,CD Bosa UDC
AV17,13955848,UC,UC,CD Girardot
AV38,13987000,UC,UC,CD Curumani
AV22,11473551,UC,UC,CD Armenia
AV15,13365700,UC,UC,CD Pasto
AV20,10394575,UC,UC,CD Cucuta
AV17,12215920,UC,UC,CD Girardot
AV42,13994213,UC,UC,CD Tunja
AV10,13544668,UC,UC,CD Turbaco
AV04,10531605,UC,UC,CD Tibasosa
AV52,10526200,UC,UC,CD Aranjuez UDC
AV05,11300793,UC,UC,CD Itagüi
AV50,12588353,UC,UC,CD Siberia
AV47,11437061,UC,UC,CD Sibate
AV49,11436151,UC,UC,CD Metroparque
AV05,11140198,UC,UC,CD Itagüi
AV24,14030712,UC,UC,CD Yopal
AV05,12298942,UC,UC,CD Itagüi
AV74,11166476,KA,KA,CD La arenosa
AV25,12124671,UC,UC,CD Honda
AV20,11213983,UC,UC,CD Cucuta
AV46,12655575,UC,UC,CD Cali
AV05,14118440,UC,UC,CD Itagüi
AV17,14052379,UC,UC,CD Girardot
AV04,13384039,UC,UC,CD Tibasosa
AV55,12632706,UC,UC,CD Girardota
AV38,12146104,UC,UC,CD Curumani
AV20,12699935,UC,UC,CD Cucuta
AV46,11652100,UC,UC,CD Cali
AV13,13928008,UC,UC,CD Corozal
AV30,13746658,UC,UC,CD Riohacha
AV25,13767577,UC,UC,CD Honda
AV26,10750819,UC,UC,CD Autosur
AV55,13744259,UC,UC,CD Girardota
AV74,13879225,UC,UC,CD La arenosa
AV12,11616636,UC,UC,CD Valledupar
AV42,12539714,UC,UC,CD Tunja
AV78,12540563,UC,UC,CD Montevideo
AV13,12285130,UC,UC,CD Corozal
AV36,13272237,UC,UC,CD Fonseca
AV55,12144162,UC,UC,CD Girardota
AV49,14186591,UC,UC,CD Metroparque
AV04,13244709,UC,UC,CD Tibasosa
AV20,11376056,UC,UC,CD Cucuta
AV26,12759344,UC,UC,CD Autosur
AV11,10408440,UC,UC,CD Santa Marta
AV71,11779921,UC,UC,CD Chapinero UDC
AV26,13521593,UC,UC,CD Autosur
AV24,12790505,UC,UC,CD Yopal
AV11,13362765,UC,UC,CD Santa Marta
AV32,13188966,UC,UC,CD Magangue
AV10,12201690,UC,UC,CD Turbaco
AV37,13408637,UC,UC,CD Barrancabermeja
AV46,11490547,UD DSD,UD DSD,CD Cali
AV28,13361939,UC,UC,CD Popayan
AV12,14136274,UC,UC,CD Valledupar
AV04,12725562,UC,UC,CD Tibasosa
AV34,12163329,UC,UC,CD Puente Nacional
AV20,12160684,KA,UC,CD Cucuta
AV47,13107246,UC,UC,CD Sibate
AV78,14190777,UC,UC,CD Montevideo
AV04,12409151,UC,UC,CD Tibasosa
AV16,13855553,UC,UC,CD Pereira
AV16,10413632,UC,UC,CD Pereira
AV13,11127304,UC,UC,CD Corozal
AV17,13508483,UC,UC,CD Girardot
AV39,12933707,UC,UC,CD Monteria
AV55,13105201,UC,UC,CD Girardota
AV23,12944853,UC,UC,CD Bucaramanga
AV10,13547030,UC,UC,CD Turbaco
AV20,13220548,UC,UC,CD Cucuta
AV42,11338572,UC,UC,CD Tunja
AV47,14101163,UC,UC,CD Sibate
AV47,13837930,UC,UC,CD Sibate
AV13,10158576,UC,UC,CD Corozal
AV06,14028779,UC,UC,CD Tocancipa
AV23,10464685,UC,UC,CD Bucaramanga
AV42,10512891,UC,UC,CD Tunja
AV13,13689331,UC,UC,CD Corozal
AV33,12571910,UC,UC,CD Aguachica
AV39,13741177,UC,UC,CD Monteria
AV16,12232557,UC,UC,CD Pereira
AV06,10794992,KA,KA,CD Tocancipa
AV16,11266752,UC,UC,CD Pereira
AV42,14199595,UC,UC,CD Tunja
AV06,12973889,UC,UC,CD Tocancipa
AV20,13384200,UC,UC,CD Cucuta
AV34,11487184,UC,UC,CD Puente Nacional
AV42,11069149,UC,UC,CD Tunja
AV50,14099147,UC,UC,CD Siberia
AV36,12746167,UC,UC,CD Fonseca
AV18,13855823,UC,UC,CD Neiva
AV78,14100589,UC,UC,CD Montevideo
AV47,10758706,UC,UC,CD Sibate
AV46,11378361,UC,UC,CD Cali
AV50,13246536,UC,UC,CD Siberia
AV02,12850773,UC,UC,CD Bucaramanga
AV26,14121431,UC,UC,CD Autosur
AV06,10488724,UC,UC,CD Tocancipa
AV05,12756775,UC,UC,CD Itagüi
AV42,12461645,UC,UC,CD Tunja
AV11,13661880,UC,UC,CD Santa Marta
AV12,11123819,UC,UC,CD Valledupar
AV38,13179101,UC,UC,CD Curumani
AV70,12190641,UC,UC,CD Envigado UDC
AV19,14189885,UC,UC,CD Villavicencio
AV32,13944732,UC,UC,CD Magangue
AV12,14151509,UC,UC,CD Valledupar
AV40,12746501,UC,UC,CD Caucasia
AV49,11762572,UC,UC,CD Metroparque
AV13,13540283,UC,UC,CD Corozal
AV04,12554043,UC,UC,CD Tibasosa
AV50,13715631,UC,UC,CD Siberia
AV47,12575837,UC,UC,CD Sibate
AV13,13227303,UC,UC,CD Corozal
AV78,13218956,UC,UC,CD Montevideo
AV15,11532143,UC,UC,CD Pasto
AV78,12227130,UC,UC,CD Montevideo
AV13,13742986,UC,UC,CD Corozal
AV55,14142603,UC,UC,CD Girardota
AV16,12540143,UC,UC,CD Pereira
AV57,12155137,UC,UC,CD Tulua
AV52,12539354,UC,UC,CD Aranjuez UDC
AV19,14033931,UC,UC,CD Villavicencio
AV26,10742948,UC,UC,CD Autosur
AV26,12721258,UC,UC,CD Autosur
AV55,11310270,UC,UC,CD Girardota
AV19,14056648,UC,UC,CD Villavicencio
AV13,13730002,UC,UC,CD Corozal
AV26,10752948,UC,UC,CD Autosur
AV53,13493242,UC,UC,CD Bosa UDC
AV20,11378529,UC,UC,CD Cucuta
AV05,12252969,UC,UC,CD Itagüi
AV23,11153328,UC,UC,CD Bucaramanga
AV74,13748007,UC,UC,CD La arenosa
AV26,12786677,UC,UC,CD Autosur
AV49,12945116,UC,UC,CD Metroparque
AV68,13927922,UC,UC,CD Bodega MKP Tocancipá
AV74,14110093,UC,UC,CD La arenosa
AV50,14087652,UC,UC,CD Siberia
AV70,13962410,UC,UC,CD Envigado UDC
AV17,11347615,UC,UC,CD Girardot
AV32,11343032,UC,UC,CD Magangue
AV39,12290653,UC,UC,CD Monteria
AV71,10608291,UC,UC,CD Chapinero UDC
AV26,10755851,UC,UC,CD Autosur
AV26,14192906,UC,UC,CD Autosur
AV24,13181871,UC,UC,CD Yopal
AV66,12745275,UC,UC,CD Chiquinquira
AV24,13030074,UC,UC,CD Yopal
AV05,11405045,UC,UC,CD Itagüi
AV49,14147119,UC,UC,CD Metroparque
AV23,10454957,UC,UC,CD Bucaramanga
AV10,12542643,UC,UC,CD Turbaco
AV19,13839366,UC,UC,CD Villavicencio
AV73,12604455,UC,UC,CD El Jardin UDC
AV47,12101326,UC,UC,CD Sibate
AV42,10981048,UC,UC,CD Tunja
AV04,13076763,UC,UC,CD Tibasosa
AV78,13530224,UC,UC,CD Montevideo
AV22,11412303,KA,KA,CD Armenia
AV47,11759538,UC,UC,CD Sibate
AV36,13740748,UC,UC,CD Fonseca
AV49,13935338,UC,UC,CD Metroparque
AV26,12115760,UC,UC,CD Autosur
AV34,14034062,UC,UC,CD Puente Nacional
AV34,10787332,UC,UC,CD Puente Nacional
AV06,10484906,UC,UC,CD Tocancipa
AV50,11222808,UC,UC,CD Siberia
AV19,13184225,UC,UC,CD Villavicencio
AV06,11538779,UC,UC,CD Tocancipa
AV39,13886324,UC,UC,CD Monteria
AV55,13171732,UC,UC,CD Girardota
AV20,13984169,UC,UC,CD Cucuta
AV26,11718188,UC,UC,CD Autosur
AV70,11039502,UC,UC,CD Envigado UDC
AV55,11751280,UD DSD,UD DSD,CD Girardota
AV04,12405320,UC,UC,CD Tibasosa
AV05,10553339,UC,UC,CD Itagüi
AV47,12919697,UC,UC,CD Sibate
AV05,10552742,UC,UC,CD Itagüi
AV23,10467120,UC,UC,CD Bucaramanga
AV04,12525268,UC,UC,CD Tibasosa
AV70,10535605,UC,UC,CD Envigado UDC
AV18,11374791,UC,UC,CD Neiva
AV17,13191317,UC,UC,CD Girardot
AV17,13224734,UC,UC,CD Girardot
AV05,11445704,UC,UC,CD Itagüi
AV50,11247976,UC,UC,CD Siberia
AV78,14100091,UC,UC,CD Montevideo
AV39,14120494,UC,UC,CD Monteria
AV42,10293845,UC,UC,CD Tunja
AV11,12770125,KA,UC,CD Santa Marta
AV19,12528164,UC,UC,CD Villavicencio
AV26,12738915,UC,UC,CD Autosur
AV34,12811154,UC,UC,CD Puente Nacional
AV70,10533404,UC,UC,CD Envigado UDC
AV39,14140498,UC,UC,CD Monteria
AV68,11007445,UC,UC,CD Bodega MKP Tocancipá
AV05,11364998,KA,KA,CD Itagüi
AV26,13738457,UC,UC,CD Autosur
AV27,11790010,KA,UC,CD Ibague
AV50,11579897,UC,UC,CD Siberia
AV20,13991125,UC,UC,CD Cucuta
AV23,12156048,UC,UC,CD Bucaramanga
AV46,13820726,UC,UC,CD Cali
AV55,13944597,UC,UC,CD Girardota
AV20,12392694,UC,UC,CD Cucuta
AV50,13739080,UC,UC,CD Siberia
AV34,10793111,UC,UC,CD Puente Nacional
AV35,12877093,UC,UC,CD San Gil
AV78,11725394,UC,UC,CD Montevideo
AV23,11765794,UC,UC,CD Bucaramanga
AV26,10756498,UC,UC,CD Autosur
AV11,11664374,UC,UC,CD Santa Marta
AV46,13837425,UC,UC,CD Cali
AV57,13029572,UC,UC,CD Tulua
AV23,13025962,UC,UC,CD Bucaramanga
AV24,12790204,UC,UC,CD Yopal
AV34,13198413,UC,UC,CD Puente Nacional
AV27,14121202,UC,UC,CD Ibague
AV26,10744355,UC,UC,CD Autosur
AV46,13813434,UD DSD,UD DSD,CD Cali
AV71,12148233,UC,UC,CD Chapinero UDC
AV02,11291453,UC,UC,CD Bucaramanga
AV06,13028828,UC,UC,CD Tocancipa
AV40,12457723,UC,UC,CD Caucasia
AV17,10340834,UC,UC,CD Girardot
AV06,10493952,UC,UC,CD Tocancipa
AV23,11454292,UC,UC,CD Bucaramanga
AV05,14128142,UC,UC,CD Itagüi
AV23,11467286,UC,UC,CD Bucaramanga
AV26,13056801,UC,UC,CD Autosur
AV55,11598674,UC,UC,CD Girardota
AV23,12597912,UC,UC,CD Bucaramanga
AV23,14150542,UC,UC,CD Bucaramanga
AV39,12463966,UC,UC,CD Monteria
AV47,11608581,UC,UC,CD Sibate
AV46,12528277,UC,UC,CD Cali
AV50,13854131,UC,UC,CD Siberia
AV20,11401480,UC,UC,CD Cucuta
AV10,13846501,UC,UC,CD Turbaco
AV28,13353993,UC,UC,CD Popayan
AV20,12498510,KA,UC,CD Cucuta
AV19,11658622,UC,UC,CD Villavicencio
AV46,13692480,UC,UC,CD Cali
AV22,11335948,UC,UC,CD Armenia
AV26,10748029,UC,UC,CD Autosur
AV55,12443002,UC,UC,CD Girardota
AV46,12952024,UC,UC,CD Cali
AV26,11415591,UC,UC,CD Autosur
AV26,11407642,UC,UC,CD Autosur
AV10,14199063,UC,UC,CD Turbaco
AV11,13848211,UC,UC,CD Santa Marta
AV30,14159913,UC,UC,CD Riohacha
AV39,14148345,UC,UC,CD Monteria
AV34,12926949,UC,UC,CD Puente Nacional
AV16,12856777,UC,UC,CD Pereira
AV26,12570656,UC,UC,CD Autosur
AV20,11706697,UC,UC,CD Cucuta
AV47,13753016,UC,UC,CD Sibate
AV46,12514111,UD DSD,UD DSD,CD Cali
AV27,14142671,UC,UC,CD Ibague
AV42,13044134,UC,UC,CD Tunja
AV40,14111842,UC,UC,CD Caucasia
AV24,13945564,UC,UC,CD Yopal
AV55,13848861,KA,UC,CD Girardota
AV10,13230621,UC,UC,CD Turbaco
AV53,13956408,UC,UC,CD Bosa UDC
AV47,13820416,UC,UC,CD Sibate
AV30,12738180,UC,UC,CD Riohacha
AV26,10751380,UC,UC,CD Autosur
AV05,12287939,UC,UC,CD Itagüi
AV06,10488664,UC,UC,CD Tocancipa
AV49,11648700,UC,UC,CD Metroparque
AV74,11267598,UC,UC,CD La arenosa
AV06,13226510,UC,UC,CD Tocancipa
AV24,12513820,UC,UC,CD Yopal
AV19,10985417,UC,UC,CD Villavicencio
AV12,13478390,UC,UC,CD Valledupar
AV06,14031166,UC,UC,CD Tocancipa
AV50,11397609,UC,UC,CD Siberia
AV22,13179143,UC,UC,CD Armenia
AV68,12601958,UC,UC,CD Bodega MKP Tocancipá
AV50,13873795,UC,UC,CD Siberia
AV37,13110200,UC,UC,CD Barrancabermeja
AV55,11334614,UD DSD,UD DSD,CD Girardota
AV46,13495531,UD DSD,UD DSD,CD Cali
AV06,12791658,UC,UC,CD Tocancipa
AV70,10537015,UC,UC,CD Envigado UDC
AV12,14146852,UC,UC,CD Valledupar
AV26,10755165,UC,UC,CD Autosur
AV26,10750093,UC,UC,CD Autosur
AV06,10794077,KA,KA,CD Tocancipa
AV26,11367606,UC,UC,CD Autosur
AV35,11703659,UC,UC,CD San Gil
AV17,13192426,UC,UC,CD Girardot
AV37,12238943,UC,UC,CD Barrancabermeja
AV78,13991517,UC,UC,CD Montevideo
AV26,12392027,UC,UC,CD Autosur
AV10,13217202,UC,UC,CD Turbaco
AV06,10791155,KA,KA,CD Tocancipa
AV49,11582681,UC,UC,CD Metroparque
AV25,13198619,UC,UC,CD Honda
AV24,11010310,UC,UC,CD Yopal
AV06,13490298,UC,UC,CD Tocancipa
AV47,12597287,UC,UC,CD Sibate
AV37,11579639,UC,UC,CD Barrancabermeja
AV55,14149820,UC,UC,CD Girardota
AV20,12717534,UC,UC,CD Cucuta
AV26,10744395,UC,UC,CD Autosur
AV52,14087673,UC,UC,CD Aranjuez UDC
AV22,13924957,UC,UC,CD Armenia
AV04,11703617,UC,UC,CD Tibasosa
AV52,13855738,UC,UC,CD Aranjuez UDC
AV20,10379440,UC,UC,CD Cucuta
AV42,13510388,UC,UC,CD Tunja
AV23,10456814,UC,UC,CD Bucaramanga
AV50,12884089,UC,UC,CD Siberia
AV34,13033538,UC,UC,CD Puente Nacional
AV17,13812789,UC,UC,CD Girardot
AV19,11121535,KA,UC,CD Villavicencio
AV10,14044558,UC,UC,CD Turbaco
AV06,12211658,UC,UC,CD Tocancipa
AV23,14156552,UC,UC,CD Bucaramanga
AV16,10432728,UC,UC,CD Pereira
AV18,13676396,UC,UC,CD Neiva
AV02,13114619,UC,UC,CD Bucaramanga
AV24,11053835,UC,UC,CD Yopal
AV46,13989995,UC,UC,CD Cali
AV06,10489916,UC,UC,CD Tocancipa
AV16,10429319,UC,UC,CD Pereira
AV26,11660957,UC,UC,CD Autosur
AV50,14136438,UC,UC,CD Siberia
AV27,14120626,UC,UC,CD Ibague
AV19,13506995,UC,UC,CD Villavicencio
AV19,12830881,UC,UC,CD Villavicencio
AV26,14101807,UC,UC,CD Autosur
AV06,13822669,UC,UC,CD Tocancipa
AV02,12247717,UC,UC,CD Bucaramanga
AV26,11583806,UC,UC,CD Autosur
AV42,12507358,UC,UC,CD Tunja
AV50,14109887,UC,UC,CD Siberia
AV40,14007134,UC,UC,CD Caucasia
AV12,11314595,UC,UC,CD Valledupar
AV23,12287547,UC,UC,CD Bucaramanga
AV39,11762538,UC,UC,CD Monteria
AV24,11010419,UC,UC,CD Yopal
AV52,10548002,UC,UC,CD Aranjuez UDC
AV68,12510604,UC,UC,CD Bodega MKP Tocancipá
AV18,13842332,UC,UC,CD Neiva
AV55,12140561,UC,UC,CD Girardota
AV33,12115803,UC,UC,CD Aguachica
AV26,12639590,UC,UC,CD Autosur
AV49,14145187,UC,UC,CD Metroparque
AV46,13674018,UC,UC,CD Cali
AV78,10490791,UC,UC,CD Montevideo
AV23,13328399,UC,UC,CD Bucaramanga
AV06,13182079,KA,KA,CD Tocancipa
AV47,13435070,UC,UC,CD Sibate
AV26,11279131,UC,UC,CD Autosur
AV06,11196992,UC,UC,CD Tocancipa
AV04,13718876,UC,UC,CD Tibasosa
AV55,12874368,UC,UC,CD Girardota
AV04,11551958,UC,UC,CD Tibasosa
AV47,10759542,UC,UC,CD Sibate
AV06,13495545,UC,UC,CD Tocancipa
AV26,13851655,UC,UC,CD Autosur
AV23,12749031,UC,UC,CD Bucaramanga
AV39,12623333,UC,UC,CD Monteria
AV71,10609588,UC,UC,CD Chapinero UDC
AV27,12144004,UC,UC,CD Ibague
AV19,12632786,UC,UC,CD Villavicencio
AV72,13111631,UC,UC,CD Cenfer UDC
AV26,10743147,UC,UC,CD Autosur
AV28,11031731,UC,UC,CD Popayan
AV20,10393386,UC,UC,CD Cucuta
AV50,12264153,UC,UC,CD Siberia
AV37,13117582,UC,UC,CD Barrancabermeja
AV22,13497659,UC,UC,CD Armenia
AV17,12460554,UC,UC,CD Girardot
AV11,11514986,UC,UC,CD Santa Marta
AV24,12957063,UC,UC,CD Yopal
AV78,13192056,UC,UC,CD Montevideo
AV20,10392174,UC,UC,CD Cucuta
AV12,11463806,UC,UC,CD Valledupar
AV06,13983204,UC,UC,CD Tocancipa
AV42,12994308,UC,UC,CD Tunja
AV46,12193376,UC,UC,CD Cali
AV28,13515485,UC,UC,CD Popayan
AV24,11648943,UC,UC,CD Yopal
AV19,13516681,UC,UC,CD Villavicencio
AV46,11532278,UC,UC,CD Cali
AV39,11938852,UC,UC,CD Monteria
AV46,13812883,UC,UC,CD Cali
AV49,13769903,UC,UC,CD Metroparque
AV16,10418417,UC,UC,CD Pereira
AV27,13517117,KA,UC,CD Ibague
AV26,12741551,UC,UC,CD Autosur
AV47,11148856,UC,UC,CD Sibate
AV12,14127802,UC,UC,CD Valledupar
AV24,12528264,UC,UC,CD Yopal
AV26,10751961,UC,UC,CD Autosur
AV70,10535567,UC,UC,CD Envigado UDC
AV55,12130301,UC,UC,CD Girardota
AV47,10795518,KA,UC,CD Sibate
AV47,14133940,UC,UC,CD Sibate
AV17,13510972,UC,UC,CD Girardot
AV36,10268384,UC,UC,CD Fonseca
AV10,14051547,UC,UC,CD Turbaco
AV06,13816444,UC,UC,CD Tocancipa
AV24,11028370,UC,UC,CD Yopal
AV22,13037295,UC,UC,CD Armenia
AV32,12651828,UC,UC,CD Magangue
AV23,11624668,UC,UC,CD Bucaramanga
AV20,10371308,UC,UC,CD Cucuta
AV15,11040675,UC,UC,CD Pasto
AV16,10418127,UC,UC,CD Pereira
AV22,13028936,UC,UC,CD Armenia
AV34,14157370,UC,UC,CD Puente Nacional
AV13,10157982,UC,UC,CD Corozal
AV30,14121510,UC,UC,CD Riohacha
AV22,13939696,UC,UC,CD Armenia
AV52,11708924,UC,UC,CD Aranjuez UDC
AV02,13990702,UC,UC,CD Bucaramanga
AV16,13879992,UC,UC,CD Pereira
AV05,12103486,UC,UC,CD Itagüi
AV72,11240873,UC,UC,CD Cenfer UDC
AV47,10759009,UC,UC,CD Sibate
AV06,10795379,KA,KA,CD Tocancipa
AV46,11348990,UC,UC,CD Cali
AV13,10158853,UC,UC,CD Corozal
AV46,13670683,UC,UC,CD Cali
AV15,13549929,UC,UC,CD Pasto
AV16,11415409,UC,UC,CD Pereira
AV47,10759575,UC,UC,CD Sibate
AV22,12486530,UC,UC,CD Armenia
AV10,13527311,UC,UC,CD Turbaco
AV02,14105051,UC,UC,CD Bucaramanga
AV46,14024444,UC,UC,CD Cali
AV46,11364832,UC,UC,CD Cali
AV18,13852938,UC,UC,CD Neiva
AV24,13491962,UC,UC,CD Yopal
AV70,10533085,UC,UC,CD Envigado UDC
AV78,13666574,UC,UC,CD Montevideo
AV66,13309510,UC,UC,CD Chiquinquira
AV04,13230413,UC,UC,CD Tibasosa
AV52,10548241,UC,UC,CD Aranjuez UDC
AV06,10486585,UC,UC,CD Tocancipa
AV13,10159513,UC,UC,CD Corozal
AV72,14107697,UC,UC,CD Cenfer UDC
AV28,13217045,UC,UC,CD Popayan
AV52,13078330,UC,UC,CD Aranjuez UDC
AV26,14179527,UC,UC,CD Autosur
AV26,10757261,UC,UC,CD Autosur
AV39,12587014,UC,UC,CD Monteria
AV22,14155523,UC,UC,CD Armenia
AV47,13747946,UC,UC,CD Sibate
AV55,12610819,UC,UC,CD Girardota
AV26,14099583,UC,UC,CD Autosur
AV26,14095640,UC,UC,CD Autosur
AV47,11269743,UC,UC,CD Sibate
AV47,11752234,UC,UC,CD Sibate
AV33,13402669,UC,UC,CD Aguachica
AV06,11334692,UC,UC,CD Tocancipa
AV40,12273464,UC,UC,CD Caucasia
AV26,10745188,UC,UC,CD Autosur
AV42,13685082,UC,UC,CD Tunja
AV05,12155650,UC,UC,CD Itagüi
AV05,10537216,UC,UC,CD Itagüi
AV25,14095129,UC,UC,CD Honda
AV18,13324700,UC,UC,CD Neiva
AV49,10563571,UC,UC,CD Metroparque
AV25,13382397,UC,UC,CD Honda
AV10,14148245,UC,UC,CD Turbaco
AV52,12485896,UC,UC,CD Aranjuez UDC
AV24,13766140,UC,UC,CD Yopal
AV06,13978429,UC,UC,CD Tocancipa
AV10,12926847,UC,UC,CD Turbaco
AV35,11802502,UC,UC,CD San Gil
AV23,11540844,UC,UC,CD Bucaramanga
AV78,10488273,UC,UC,CD Montevideo
AV20,13204204,UC,UC,CD Cucuta
AV49,10383748,UC,UC,CD Metroparque
AV05,10544167,UC,UC,CD Itagüi
AV46,13028232,UD DSD,UD DSD,CD Cali
AV37,10965381,UC,UC,CD Barrancabermeja
AV26,13848475,UC,UC,CD Autosur
AV18,13931653,UC,UC,CD Neiva
AV12,11700081,UC,UC,CD Valledupar
AV55,13527267,UC,UC,CD Girardota
AV49,13114651,UC,UC,CD Metroparque
AV11,13188823,UC,UC,CD Santa Marta
AV10,10301186,UC,UC,CD Turbaco
AV78,12170643,UC,UC,CD Montevideo
AV46,14001929,UD DSD,UD DSD,CD Cali
AV20,10479243,UC,UC,CD Cucuta
AV49,10390493,UC,UC,CD Metroparque
AV15,12965033,UC,UC,CD Pasto
AV02,11048946,UC,UC,CD Bucaramanga
AV23,12571849,UC,UC,CD Bucaramanga
AV19,13767579,UC,UC,CD Villavicencio
AV74,10378212,UC,UC,CD La arenosa
AV06,11602357,UC,UC,CD Tocancipa
AV66,13997283,UC,UC,CD Chiquinquira
AV16,12538919,UC,UC,CD Pereira
AV05,10540578,UC,UC,CD Itagüi
AV54,13992517,UC,UC,CD Engativa UDC
AV26,11089092,UC,UC,CD Autosur
AV10,13171724,UC,UC,CD Turbaco
AV04,11631144,UC,UC,CD Tibasosa
AV33,10371972,UC,UC,CD Aguachica
AV78,11761734,UC,UC,CD Montevideo
AV17,12479742,UC,UC,CD Girardot
AV20,11167029,UC,UC,CD Cucuta
AV18,13164975,UC,UC,CD Neiva
AV26,13771768,UC,UC,CD Autosur
AV10,13954667,UC,UC,CD Turbaco
AV49,11423180,UC,UC,CD Metroparque
AV74,11517255,UC,UC,CD La arenosa
AV33,10814040,UC,UC,CD Aguachica
AV24,12901986,UC,UC,CD Yopal
AV19,13743032,UC,UC,CD Villavicencio
AV12,10264365,UC,UC,CD Valledupar
AV19,12785789,UC,UC,CD Villavicencio
AV55,10998358,UC,UC,CD Girardota
AV49,10385848,UC,UC,CD Metroparque
AV26,11025688,UC,UC,CD Autosur
AV46,11456877,UC,UC,CD Cali
AV26,10739689,UC,UC,CD Autosur
AV06,12433457,UC,UC,CD Tocancipa
AV10,12939204,UC,UC,CD Turbaco
AV18,12455971,UC,UC,CD Neiva
AV55,11002402,KA,UC,CD Girardota
AV49,13549185,UC,UC,CD Metroparque
AV19,13589970,UC,UC,CD Villavicencio
AV06,13450575,UC,UC,CD Tocancipa
AV26,12655450,UC,UC,CD Autosur
AV20,13772712,UC,UC,CD Cucuta
AV37,13996801,UC,UC,CD Barrancabermeja
AV42,11476510,UC,UC,CD Tunja
AV74,10392169,UC,UC,CD La arenosa
AV30,12686730,UC,UC,CD Riohacha
AV35,13980548,UC,UC,CD San Gil
AV50,11188421,UC,UC,CD Siberia
AV55,10994710,UC,UC,CD Girardota
AV50,11424279,KA,UC,CD Siberia
AV78,14023586,UC,UC,CD Montevideo
AV49,12604968,UC,UC,CD Metroparque
AV10,14019123,UC,UC,CD Turbaco
AV53,10762156,UC,UC,CD Bosa UDC
AV17,13450293,UC,UC,CD Girardot
AV13,11531014,UC,UC,CD Corozal
AV27,12403992,UC,UC,CD Ibague
AV78,13023237,UC,UC,CD Montevideo
AV06,10650209,UC,UC,CD Tocancipa
AV42,10296827,UC,UC,CD Tunja
AV10,13497646,UC,UC,CD Turbaco
